"structure_number","year0","year1","deck0","deck1"
"09711 064 01680",1987,1988,"8","8"
"09711A064 01680",1987,1988,"8","8"
"00823 125 01601",1987,1988,"6","6"
"02237A01E 00262",1987,1988,"8","8"
"05195A01W 00193",1987,1988,"6","6"
"05195B01W 00198",1987,1988,"N","N"
"09377 002 04196",1987,1988,"7","7"
"09382 002 04131",1987,1988,"7","7"
"07333 001 30838",1987,1988,"7","7"
"09555 064 02632",1987,1988,"8","8"
"04517 01WX00511",1987,1988,"6","6"
"04518 01WX00484",1987,1988,"6","6"
"04527 125 01376",1987,1988,"6","6"
"04528 125 01498",1987,1988,"6","6"
"06767 026 00099",1987,1988,"6","7"
"08958D061 00352",1987,1988,"6","6"
"08958E001C30306",1987,1988,"7","7"
"08958F061 00352",1987,1988,"7","7"
"08958G061 00352",1987,1988,"7","7"
"08958H061 00388",1987,1988,"7","7"
"01185A003 00400",1987,1988,"8","7"
"08573 001 30253",1987,1988,"7","7"
"06767A026 00098",1987,1988,"7","8"
"02529 061 00332",1987,1988,"8","8"
"05290 01EX00386",1987,1988,"6","6"
"08201 001 29646",1987,1988,"7","6"
"08202 001 29634",1987,1988,"6","7"
"08203B001 29604",1987,1988,"7","7"
"08205 01W 00622",1987,1988,"7","7"
"13514E002C00676",1987,1988,"8","8"
"13514F002 00694",1987,1988,"8","8"
"13514H002 00660",1987,1988,"N","N"
"13514I064 02224",1987,1988,"N","N"
"13514L002 00683",1987,1988,"8","8"
"13516 002 00582",1987,1988,"7","7"
"13516A064 02159",1987,1988,"8","8"
"13516C064C02151",1987,1988,"8","8"
"13516D064C02159",1987,1988,"8","8"
"13516F064C02138",1987,1988,"8","8"
"08782A001 30265",1987,1988,"7","7"
"13516G064C02119",1987,1988,"8","8"
"13541A064 01722",1987,1988,"8","8"
"13520 064 02112",1987,1988,"8","8"
"13528 064 01962",1987,1988,"8","8"
"13531 064 01912",1987,1988,"8","8"
"13533 064 01862",1987,1988,"8","8"
"13537 064 01811",1987,1988,"8","8"
"04534 125 01972",1987,1988,"8","8"
"04543 125 02221",1987,1988,"6","6"
"13538 064 01780",1987,1988,"8","8"
"13538A064 01780",1987,1988,"8","8"
"13540 064 01743",1987,1988,"8","8"
"13540A064 01743",1987,1988,"8","8"
"13541 064 01722",1987,1988,"8","8"
"02063 002 04155",1987,1988,"8","8"
"02063A002C04157",1987,1988,"7","7"
"08574 001 30243",1987,1988,"7","7"
"08575 001 30229",1987,1988,"7","7"
"08575R001 30235",1987,1988,"7","7"
"08583 001 30199",1987,1988,"8","8"
"N8958A001 30299",1987,1988,"7","7"
"R2163A002 00659",1987,1988,"6","6"
"R8588E001 30150",1987,1988,"8","8"
"S8588E001 30170",1987,1988,"7","7"
"S8958A001 30299",1987,1988,"6","6"
"02062A002 04014",1987,1988,"6","6"
"02062B002 04014",1987,1988,"7","7"
"09059 123 01243",1987,1988,"8","8"
"02176 002 03512",1987,1988,"7","7"
"16188 064 02525",1987,1988,"8","8"
"07758D01WC00788",1987,1988,"8","7"
"09154 061 00071",1987,1988,"6","6"
"08401B068C00037",1987,1988,"7","6"
"08402 123 01041",1987,1988,"8","7"
"09155 061 00088",1987,1988,"7","7"
"01740 02W 01319",1987,1988,"8","8"
"05054 026 00077",1987,1988,"6","6"
"02014A02W 01123",1987,1988,"N","N"
"13521 064 02087",1987,1988,"8","8"
"13522 064 02062",1987,1988,"8","8"
"13523 064 02057",1987,1988,"8","8"
"13527 064 02005",1987,1988,"8","8"
"02019 125 00185",1987,1988,"6","6"
"13507 064 02475",1987,1988,"8","8"
"13507A064 02475",1987,1988,"8","8"
"07758C01W 00740",1987,1988,"8","7"
"08958I061 00388",1987,1988,"6","7"
"09161 061 00118",1987,1988,"8","8"
"09249T061 00197",1987,1988,"7","7"
"09250 061 00192",1987,1988,"7","7"
"08194 003 00009",1987,1988,"7","6"
"08194R003 00010",1987,1988,"7","7"
"08205R01WC00621",1987,1988,"7","6"
"08195 001 29923",1987,1988,"7","6"
"08196 001 29883",1987,1988,"7","8"
"08198 001 29755",1987,1988,"8","7"
"08322 01W 00526",1987,1988,"7","7"
"08328 001 30038",1987,1988,"7","7"
"09268 061 00310",1987,1988,"8","8"
"13514C064 02271",1987,1988,"N","N"
"09281 061 00220",1987,1988,"7","7"
"09282 061 00214",1987,1988,"8","8"
"09282A061 00212",1987,1988,"8","8"
"09283 061 00207",1987,1988,"7","7"
"09252 061 00177",1987,1988,"6","6"
"09253 061 00172",1987,1988,"7","7"
"09254A061C00209",1987,1988,"N","N"
"09254B061 00165",1987,1988,"N","N"
"09254C047 07397",1987,1988,"7","7"
"09254D047 07394",1987,1988,"7","7"
"09255 061 00139",1987,1988,"7","7"
"06497 123 00091",1988,1989,"6","5"
"06498 123 00027",1988,1989,"7","7"
"16188 064 02525",1988,1989,"8","7"
"13514D002C00664",1987,1988,"N","N"
"02193B002 03783",1988,1989,"8","8"
"16055 064 02434",1988,1989,"7","7"
"16055A064 02433",1988,1989,"8","7"
"08437 001 29655",1988,1989,"6","6"
"08882 001 30592",1988,1989,"7","7"
"00841 125 02003",1988,1989,"6","6"
"08996 123 00533",1988,1989,"8","8"
"08997 001 30493",1988,1989,"8","8"
"09000 001 30468",1988,1989,"8","8"
"09002 001 30443",1988,1989,"8","8"
"02237A01E 00262",1988,1989,"8","7"
"01983 01W 00325",1988,1989,"6","6"
"01984 01W 00350",1988,1989,"7","7"
"01994 068 00224",1988,1989,"7","7"
"08591C001 30010",1988,1989,"7","7"
"08591D001 30012",1988,1989,"7","7"
"06767 026 00099",1988,1989,"7","7"
"06767A026 00098",1988,1989,"8","8"
"07297 01EX00487",1988,1989,"8","8"
"07298 01EX00446",1988,1989,"8","7"
"02163A002 00673",1988,1989,"7","6"
"16302 064 01982",1988,1989,"N","N"
"02194A002 03898",1988,1989,"7","7"
"01377A001 30838",1988,1989,"5","5"
"08591E061 00053",1988,1989,"7","7"
"08591F061 00048",1988,1989,"8","8"
"02350A01EX00020",1988,1989,"6","6"
"00840 125 01950",1988,1989,"6","6"
"07758C01W 00740",1988,1989,"7","7"
"09255 061 00139",1988,1989,"7","7"
"06895 01W 00167",1988,1989,"5","5"
"09666 123 01115",1988,1989,"8","8"
"09667 064 02327",1988,1989,"8","8"
"13514E002C00676",1988,1989,"8","7"
"13514F002 00694",1988,1989,"8","8"
"09277 061 00235",1988,1989,"7","7"
"09278 061 00225",1988,1989,"8","8"
"09279 061 00233",1988,1989,"N","N"
"09280 061 00233",1988,1989,"7","7"
"09281 061 00220",1988,1989,"7","8"
"07031A068 00225",1988,1989,"8","8"
"07032A002 00355",1988,1989,"7","7"
"07036 002C00132",1988,1989,"7","7"
"06671 002 02809",1988,1989,"6","6"
"06671A002 02809",1988,1989,"8","8"
"13527 064 02005",1988,1989,"8","7"
"13528 064 01962",1988,1989,"8","7"
"09282 061 00214",1988,1989,"8","7"
"09282A061 00212",1988,1989,"8","7"
"09283 061 00207",1988,1989,"7","8"
"13531 064 01912",1988,1989,"8","8"
"13533 064 01862",1988,1989,"8","7"
"13537 064 01811",1988,1989,"8","8"
"13538 064 01780",1988,1989,"8","8"
"13540A064 01743",1988,1989,"8","8"
"13541 064 01722",1988,1989,"8","8"
"13541A064 01722",1988,1989,"8","8"
"09268B02W 00117",1988,1989,"7","7"
"09268E02W 00146",1988,1989,"7","7"
"09268N061 00284",1988,1989,"7","7"
"09268S061 00284",1988,1989,"7","7"
"07108A125 02193",1988,1989,"8","8"
"09268W061 00284",1988,1989,"8","8"
"09276 061 00245",1988,1989,"7","7"
"08198 001 29755",1988,1989,"7","7"
"08201 001 29646",1988,1989,"6","6"
"08202 001 29634",1988,1989,"7","7"
"08203B001 29604",1988,1989,"7","7"
"08205 01W 00622",1988,1989,"7","7"
"08205R01WC00621",1988,1989,"6","6"
"13538A064 01780",1988,1989,"8","7"
"06945 002 01782",1988,1989,"8","8"
"06945A002 01782",1988,1989,"8","8"
"13540 064 01743",1988,1989,"8","8"
"08958 061 00358",1988,1989,"7","7"
"08958B061 00372",1988,1989,"7","7"
"08958D061 00352",1988,1989,"6","6"
"07981A002 00182",1988,1989,"7","7"
"13507 064 02475",1988,1989,"8","7"
"09059 123 01243",1988,1989,"8","8"
"13507A064 02475",1988,1989,"8","7"
"13507B064C02479",1988,1989,"8","8"
"08692 002 03712",1988,1989,"8","8"
"09268 061 00310",1988,1989,"8","8"
"09268A02W 00121",1988,1989,"7","7"
"09254A061C00209",1988,1989,"N","N"
"09254B061 00165",1988,1989,"N","N"
"07040 01EX00020",1988,1989,"7","7"
"05195A01W 00193",1988,1989,"6","6"
"05195B01W 00198",1988,1989,"N","N"
"05194 01W 00141",1988,1989,"5","5"
"05194R026 00002",1988,1989,"7","7"
"08401B068C00037",1988,1989,"6","6"
"08402 123 01041",1988,1989,"7","7"
"06895R026 00002",1988,1989,"7","6"
"06896 01W 00161",1988,1989,"7","7"
"06924 002 04027",1988,1989,"7","7"
"09377 002 04196",1988,1989,"7","7"
"16534 001C30322",1988,1989,"8","8"
"16535 001C30309",1988,1989,"8","8"
"09382 002 04131",1988,1989,"7","7"
"02010 01W 00486",1988,1989,"7","7"
"02014A02W 01123",1988,1989,"N","N"
"02019 125 00185",1988,1989,"6","6"
"16526 001 30759",1988,1989,"8","8"
"02063 002 04155",1988,1989,"8","8"
"02097 01E 00159",1988,1989,"7","7"
"02062A002 04014",1988,1989,"6","6"
"02062B002 04014",1988,1989,"7","7"
"13514H002 00660",1988,1989,"N","N"
"13514I064 02224",1988,1989,"N","N"
"13514L002 00683",1988,1989,"8","7"
"13516 002 00582",1988,1989,"7","7"
"13516A064 02159",1988,1989,"8","8"
"13516C064C02151",1988,1989,"8","8"
"13516D064C02159",1988,1989,"8","8"
"13516F064C02138",1988,1989,"8","7"
"13516G064C02119",1988,1989,"8","8"
"13520 064 02112",1988,1989,"8","8"
"13521 064 02087",1988,1989,"8","8"
"13522 064 02062",1988,1989,"8","8"
"16358 001C30298",1988,1989,"8","8"
"09254C047 07397",1988,1989,"7","7"
"09254D047 07394",1988,1989,"7","7"
"08782A001 30265",1988,1989,"7","7"
"02733B01WX00052",1988,1989,"8","7"
"02733C01WX00014",1988,1989,"7","8"
"09153 01W 00129",1988,1989,"7","7"
"09284 061 00202",1988,1989,"7","8"
"05290 01EX00386",1988,1989,"6","6"
"08037 002C02503",1988,1989,"8","8"
"02063A002C04157",1988,1989,"7","7"
"01726 120 00038",1988,1989,"6","6"
"09161 061 00118",1988,1989,"8","8"
"08194 003 00009",1988,1989,"6","6"
"08194R003 00010",1988,1989,"7","7"
"08195 001 29923",1988,1989,"6","6"
"08196 001 29883",1988,1989,"8","8"
"08883 001 30622",1988,1989,"6","6"
"08328 001 30038",1988,1989,"7","7"
"09153R026 00002",1988,1989,"8","8"
"09154 061 00071",1988,1989,"6","7"
"09155 061 00088",1988,1989,"7","6"
"04517 01WX00511",1988,1989,"6","6"
"04518 01WX00484",1988,1989,"6","7"
"04527 125 01376",1988,1989,"6","6"
"04543 125 02221",1988,1989,"6","6"
"04528 125 01498",1988,1989,"6","6"
"09249T061 00197",1988,1989,"7","8"
"09250 061 00192",1988,1989,"7","7"
"09252 061 00177",1988,1989,"6","6"
"09253 061 00172",1988,1989,"7","7"
"09711 064 01680",1988,1989,"8","8"
"09711A064 01680",1988,1989,"8","8"
"08588C002 00020",1988,1989,"7","7"
"08588D001 30150",1988,1989,"7","7"
"07999C068 00243",1988,1989,"8","8"
"08590C001 30069",1988,1989,"7","7"
"08590D001 30068",1988,1989,"7","7"
"08591B001C30046",1988,1989,"7","7"
"08589A001 30150",1988,1989,"8","8"
"08589B001 30150",1988,1989,"8","8"
"08589C001 30150",1988,1989,"8","8"
"08589D001 30150",1988,1989,"8","8"
"07999 068 00226",1988,1989,"7","7"
"04534 125 01972",1988,1989,"8","8"
"05054 026 00077",1988,1989,"6","5"
"00823 125 01601",1988,1989,"6","6"
"07333 001 30838",1988,1989,"7","7"
"09555 064 02632",1988,1989,"8","7"
"08958I061 00388",1988,1989,"7","7"
"01185A003 00400",1988,1989,"7","7"
"08322 01W 00526",1988,1989,"7","7"
"08588A002 00024",1988,1989,"7","7"
"08588B002 00002",1988,1989,"7","7"
"13514C064 02271",1988,1989,"N","N"
"01740 02W 01319",1988,1989,"8","8"
"13514D002C00664",1988,1989,"N","N"
"07758D01WC00788",1988,1989,"7","7"
"08958E001C30306",1988,1989,"7","7"
"08958F061 00352",1988,1989,"7","7"
"08958G061 00352",1988,1989,"7","7"
"08958H061 00388",1988,1989,"7","7"
"00840 125 01950",1991,1992,"7","7"
"08573 001 30253",1988,1989,"7","7"
"08574 001 30243",1988,1989,"7","7"
"08575 001 30229",1988,1989,"7","7"
"08575R001 30235",1988,1989,"7","7"
"08583 001 30199",1988,1989,"8","8"
"08470 002C02211",1988,1989,"7","7"
"08470R002C02210",1988,1989,"8","8"
"S8588E001 30170",1988,1989,"7","7"
"09391 047 07341",1988,1989,"N","N"
"09392 047 07370",1988,1989,"N","N"
"S8958A001 30299",1988,1989,"6","8"
"02529 061 00332",1988,1989,"8","8"
"13523 064 02057",1988,1989,"8","8"
"08882 001 30592",1989,1990,"7","7"
"16553 002C00280",1988,1989,"8","8"
"09007 001 30418",1988,1989,"8","8"
"09011 001 30398",1988,1989,"8","8"
"09012 001 30388",1988,1989,"7","7"
"H8588A002 00002",1988,1989,"7","7"
"N8588E001 30170",1988,1989,"7","7"
"N8958A001 30299",1988,1989,"7","7"
"R2163A002 00659",1988,1989,"6","6"
"R7026A059 00182",1988,1989,"8","8"
"R8588E001 30150",1988,1989,"8","8"
"02176 002 03512",1988,1989,"7","7"
"02176A002 03512",1988,1989,"6","6"
"07297 01EX00487",1989,1990,"8","8"
"07298 01EX00446",1989,1990,"7","7"
"07333 001 30838",1989,1990,"7","7"
"09161 061 00118",1989,1990,"8","8"
"01740 02W 01319",1989,1990,"8","8"
"08883 001 30622",1989,1990,"6","6"
"08958 061 00358",1989,1990,"7","7"
"07036 002C00132",1989,1990,"7","7"
"13516 002 00582",1989,1990,"7","7"
"08591E061 00053",1989,1990,"7","7"
"08591F061 00048",1989,1990,"8","8"
"08401B068C00037",1989,1990,"6","7"
"08402 123 01041",1989,1990,"7","7"
"02733B01WX00052",1989,1990,"7","7"
"02733C01WX00014",1989,1990,"8","8"
"07040 01EX00020",1989,1990,"7","7"
"02014A02W 01123",1989,1990,"N","N"
"02019 125 00185",1989,1990,"6","6"
"08958B061 00372",1989,1990,"7","7"
"08958D061 00352",1989,1990,"6","6"
"08958E001C30306",1989,1990,"7","7"
"N8958A001 30299",1989,1990,"7","7"
"08958F061 00352",1989,1990,"7","7"
"07981A002 00182",1989,1990,"7","8"
"02062A002 04014",1989,1990,"6","6"
"02062B002 04014",1989,1990,"7","7"
"R2163A002 00659",1989,1990,"6","7"
"04517 01WX00511",1989,1990,"6","6"
"04518 01WX00484",1989,1990,"7","7"
"02097 01E 00159",1989,1990,"7","7"
"H8588A002 00002",1989,1990,"7","7"
"N8588E001 30170",1989,1990,"7","6"
"09284 061 00202",1989,1990,"8","8"
"04527 125 01376",1989,1990,"6","7"
"04528 125 01498",1989,1990,"6","6"
"04534 125 01972",1989,1990,"8","8"
"04543 125 02221",1989,1990,"6","6"
"08591C001 30010",1989,1990,"7","7"
"08591D001 30012",1989,1990,"7","7"
"08437 001 29655",1989,1990,"6","7"
"09059 123 01243",1989,1990,"8","7"
"09278 061 00225",1989,1990,"8","7"
"09279 061 00233",1989,1990,"N","N"
"09280 061 00233",1989,1990,"7","7"
"09281 061 00220",1989,1990,"8","8"
"09282 061 00214",1989,1990,"7","7"
"09282A061 00212",1989,1990,"7","7"
"09283 061 00207",1989,1990,"8","8"
"09268E02W 00146",1989,1990,"7","7"
"09268N061 00284",1989,1990,"7","7"
"00823 125 01601",1989,1990,"6","6"
"09666 123 01115",1989,1990,"8","8"
"08958G061 00352",1989,1990,"7","7"
"08958H061 00388",1989,1990,"7","7"
"13514L002 00683",1989,1990,"7","7"
"02529 061 00332",1989,1990,"8","8"
"06767 026 00099",1989,1990,"7","7"
"06767A026 00098",1989,1990,"8","7"
"08588D001 30150",1989,1990,"7","7"
"08589A001 30150",1989,1990,"8","7"
"08589B001 30150",1989,1990,"8","7"
"08589C001 30150",1989,1990,"8","7"
"08589D001 30150",1989,1990,"8","7"
"08590C001 30069",1989,1990,"7","7"
"08590D001 30068",1989,1990,"7","7"
"08591B001C30046",1989,1990,"7","7"
"13514C064 02271",1989,1990,"N","N"
"13514D002C00664",1989,1990,"N","N"
"13514E002C00676",1989,1990,"7","7"
"13514F002 00694",1989,1990,"8","8"
"13514H002 00660",1989,1990,"N","N"
"13514I064 02224",1989,1990,"N","N"
"02176A002 03512",1989,1990,"6","6"
"05290 01EX00386",1989,1990,"6","6"
"07999 068 00226",1989,1990,"7","7"
"08996 123 00533",1989,1990,"8","8"
"08997 001 30493",1989,1990,"8","8"
"09000 001 30468",1989,1990,"8","8"
"09002 001 30443",1989,1990,"8","7"
"16302 064 01982",1989,1990,"N","N"
"09007 001 30418",1989,1990,"8","8"
"09011 001 30398",1989,1990,"8","8"
"09012 001 30388",1989,1990,"7","7"
"09277 061 00235",1989,1990,"7","7"
"09254B061 00165",1989,1990,"N","N"
"09254C047 07397",1989,1990,"7","7"
"09254D047 07394",1989,1990,"7","7"
"09255 061 00139",1989,1990,"7","7"
"09268 061 00310",1989,1990,"8","8"
"09268A02W 00121",1989,1990,"7","7"
"09268B02W 00117",1989,1990,"7","7"
"06671 002 02809",1989,1990,"6","6"
"06671A002 02809",1989,1990,"8","8"
"02350A01EX00020",1989,1990,"6","6"
"09153 01W 00129",1989,1990,"7","6"
"09153R026 00002",1989,1990,"8","7"
"09154 061 00071",1989,1990,"7","7"
"09155 061 00088",1989,1990,"6","6"
"09667 064 02327",1989,1990,"8","8"
"06497 123 00091",1989,1990,"5","5"
"01185A003 00400",1989,1990,"7","7"
"01726 120 00038",1989,1990,"6","6"
"08588A002 00024",1989,1990,"7","7"
"02237A01E 00262",1989,1990,"7","7"
"08588B002 00002",1989,1990,"7","7"
"09711 064 01680",1989,1990,"8","8"
"09249T061 00197",1989,1990,"8","8"
"09250 061 00192",1989,1990,"7","7"
"09252 061 00177",1989,1990,"6","6"
"05194 01W 00141",1989,1990,"5","6"
"08588C002 00020",1989,1990,"7","7"
"09253 061 00172",1989,1990,"7","7"
"08692 002 03712",1989,1990,"8","8"
"16358 001C30298",1989,1990,"8","7"
"08573 001 30253",1989,1990,"7","7"
"08574 001 30243",1989,1990,"7","6"
"08575 001 30229",1989,1990,"7","7"
"08575Q001 30233",1989,1990,"7","7"
"08575R001 30235",1989,1990,"7","7"
"08583 001 30199",1989,1990,"8","7"
"02063 002 04155",1989,1990,"8","7"
"02063A002C04157",1989,1990,"7","8"
"R7026A059 00182",1989,1990,"8","7"
"R8588E001 30150",1989,1990,"8","8"
"13507 064 02475",1989,1990,"7","7"
"13507A064 02475",1989,1990,"7","7"
"S8588E001 30170",1989,1990,"7","7"
"S8958A001 30299",1989,1990,"8","8"
"13507B064C02479",1989,1990,"8","8"
"06895R026 00002",1989,1990,"6","6"
"06896 01W 00161",1989,1990,"7","6"
"06924 002 04027",1989,1990,"7","8"
"06945 002 01782",1989,1990,"8","8"
"06945A002 01782",1989,1990,"8","8"
"07758C01W 00740",1989,1990,"7","7"
"07758D01WC00788",1989,1990,"7","7"
"13528 064 01962",1989,1990,"7","7"
"13531 064 01912",1989,1990,"8","8"
"13533 064 01862",1989,1990,"7","7"
"13516A064 02159",1989,1990,"8","8"
"07999C068 00243",1989,1990,"8","8"
"13516C064C02151",1989,1990,"8","8"
"13516D064C02159",1989,1990,"8","8"
"13516F064C02138",1989,1990,"7","7"
"13516G064C02119",1989,1990,"8","8"
"13520 064 02112",1989,1990,"8","8"
"13521 064 02087",1989,1990,"8","8"
"13522 064 02062",1989,1990,"8","8"
"13523 064 02057",1989,1990,"8","8"
"13527 064 02005",1989,1990,"7","7"
"16188 064 02525",1989,1990,"7","7"
"06498 123 00027",1989,1990,"7","7"
"01983 01W 00325",1989,1990,"6","6"
"01984 01W 00350",1989,1990,"7","7"
"16526 001 30759",1989,1990,"8","7"
"16534 001C30322",1989,1990,"8","7"
"16535 001C30309",1989,1990,"8","8"
"16553 002C00280",1989,1990,"8","8"
"09254A061C00209",1989,1990,"N","N"
"09555 064 02632",1989,1990,"7","7"
"09392 047 07370",1989,1990,"N","N"
"09377 002 04196",1989,1990,"7","7"
"09382 002 04131",1989,1990,"7","7"
"09391 047 07341",1989,1990,"N","N"
"00840 125 01950",1989,1990,"6","7"
"00841 125 02003",1989,1990,"6","6"
"07031A068 00225",1989,1990,"8","8"
"07032A002 00355",1989,1990,"7","7"
"05054 026 00077",1989,1990,"5","5"
"08194 003 00009",1989,1990,"6","6"
"08205R01WC00621",1989,1990,"6","6"
"08782A001 30265",1989,1990,"7","7"
"09711A064 01680",1989,1990,"8","7"
"05194R026 00002",1989,1990,"7","7"
"09268S061 00284",1989,1990,"7","7"
"09268W061 00284",1989,1990,"8","8"
"09276 061 00245",1989,1990,"7","7"
"02010 01W 00486",1989,1990,"7","7"
"06895 01W 00167",1989,1990,"5","5"
"08037 002C02503",1989,1990,"8","7"
"02193B002 03783",1989,1990,"8","8"
"02194A002 03898",1989,1990,"7","7"
"05195A01W 00193",1989,1990,"6","6"
"01994 068 00224",1989,1990,"7","7"
"13537 064 01811",1989,1990,"8","8"
"13538 064 01780",1989,1990,"8","8"
"13538A064 01780",1989,1990,"7","7"
"13540 064 01743",1989,1990,"8","8"
"13541 064 01722",1989,1990,"8","6"
"13541A064 01722",1989,1990,"8","6"
"08322 01W 00526",1989,1990,"7","7"
"08328 001 30038",1989,1990,"7","7"
"13514H002 00660",1991,1992,"N","N"
"13540A064 01743",1989,1990,"8","8"
"08470 002C02211",1989,1990,"7","7"
"08470R002C02210",1989,1990,"8","8"
"02176 002 03512",1989,1990,"7","8"
"08194R003 00010",1989,1990,"7","7"
"08195 001 29923",1989,1990,"6","6"
"08196 001 29883",1989,1990,"8","8"
"08198 001 29755",1989,1990,"7","7"
"08201 001 29646",1989,1990,"6","7"
"08202 001 29634",1989,1990,"7","8"
"08203B001 29604",1989,1990,"7","7"
"08205 01W 00622",1989,1990,"7","7"
"07108A125 02193",1989,1990,"8","8"
"02163A002 00673",1989,1990,"6","6"
"05195B01W 00198",1989,1990,"N","N"
"06671 002 02809",1990,1991,"6","6"
"08958I061 00388",1989,1990,"7","7"
"01377A001 30838",1989,1990,"5","5"
"01377C01EX00441",1989,1990,"6","6"
"16055 064 02434",1989,1990,"7","7"
"16055A064 02433",1989,1990,"7","7"
"07108A125 02193",1990,1991,"8","8"
"08037 002C02503",1990,1991,"7","7"
"09268E02W 00146",1990,1991,"7","7"
"09268N061 00284",1990,1991,"7","7"
"09268S061 00284",1990,1991,"7","7"
"09268W061 00284",1990,1991,"8","8"
"01726 120 00038",1990,1991,"6","6"
"01740 02W 01319",1990,1991,"8","8"
"09268 061 00310",1990,1991,"8","7"
"09268A02W 00121",1990,1991,"7","7"
"09268B02W 00117",1990,1991,"7","7"
"05290 01EX00386",1990,1991,"6","6"
"05194 01W 00141",1990,1991,"6","6"
"07031A068 00225",1990,1991,"8","8"
"07032A002 00355",1990,1991,"7","7"
"01983 01W 00325",1990,1991,"6","6"
"01984 01W 00350",1990,1991,"7","7"
"06671A002 02809",1990,1991,"8","8"
"09282A061 00212",1990,1991,"7","8"
"09283 061 00207",1990,1991,"8","7"
"09284 061 00202",1990,1991,"8","8"
"07036 002C00132",1990,1991,"7","7"
"07040 01EX00020",1990,1991,"7","7"
"08692 002 03712",1990,1991,"8","8"
"05194R026 00002",1990,1991,"7","7"
"09377 002 04196",1990,1991,"7","7"
"09382 002 04131",1990,1991,"7","7"
"08194 003 00009",1990,1991,"6","6"
"08194R003 00010",1990,1991,"7","7"
"08198 001 29755",1990,1991,"7","7"
"08201 001 29646",1990,1991,"7","7"
"09392 047 07370",1990,1991,"N","N"
"09249T061 00197",1990,1991,"8","7"
"09252 061 00177",1990,1991,"6","6"
"08195 001 29923",1990,1991,"6","7"
"08196 001 29883",1990,1991,"8","8"
"09276 061 00245",1990,1991,"7","7"
"09277 061 00235",1990,1991,"7","7"
"09278 061 00225",1990,1991,"7","7"
"09279 061 00233",1990,1991,"N","N"
"09280 061 00233",1990,1991,"7","7"
"09281 061 00220",1990,1991,"8","7"
"09282 061 00214",1990,1991,"7","8"
"09253 061 00172",1990,1991,"7","7"
"09254A061C00209",1990,1991,"N","N"
"09250 061 00192",1990,1991,"7","7"
"09254B061 00165",1990,1991,"N","N"
"09254C047 07397",1990,1991,"7","7"
"09254D047 07394",1990,1991,"7","7"
"08202 001 29634",1990,1991,"8","8"
"08203B001 29604",1990,1991,"7","7"
